acid,epoxide,tg
COc1cccc(CCNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,Cc1ccncc1C=CC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,395.4515
COC(=O)CCC1CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC1,Cc1ccc(C(=O)NCC(=O)O)c(OCC2CO2)c1OCC1CO1,375.2226
CN(CC(=O)NC1CC1)CC(=O)N(CCC(=O)O)CCC(=O)O,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)NCCN1Cc2ccccc2C1,331.8777
CC(=O)OCCCc1cccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1,N#Cc1ccc(OCC2CO2)c(NC(=O)CCc2ccc(OCC3CO3)nc2)c1,378.8227
Cc1cccc(CN2CCN(C(=O)CN(CCCOCC(=O)O)CCOCC(=O)O)CC2)c1,O=C(Nc1ccc(OCC2CO2)nc1)C(=O)c1ccc(OCC2CO2)cc1,357.9802
CN(C)C(=O)c1ccc(CNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,O=C(NCc1nc(OCC2CO2)cc(OCC2CO2)n1)c1ccc(Oc2ccccc2)cc1,413.0014
O=C(O)COCCN(CCN1CCOCC1)C(=O)COCC(=O)O,CCOc1cc(C=CC(=O)N2CCC(c3ccc(OCC4CO4)cc3)CC2)ccc1OCC1CO1,340.5939
O=C(NCCn1cc(C(=O)O)nn1)NCc1ccc(C(=O)O)cc1,CCN(CC(=O)O)C(=O)c1cccc(OCC2CO2)c1OCC1CO1,383.1214
O=C(O)COCc1ccc(NC(=O)Nc2cccc(N3CCOCC3)c2)cc1COCC(=O)O,O=C(NCc1cccc(OCC2CO2)c1)c1ccc2ccccc2c1OCC1CO1,399.3287
CN(CCN1CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC1)Cc1ccccc1,CN(C)Cc1ccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)cc1,336.8782
CCOC(=O)CN(C(=O)C(CCC(=O)O)CCC(=O)O)c1ccc(C)cc1,O=C(Nc1cccnc1OCC1CO1)c1cnc(OCC2CO2)c2ccccc12,367.1163
O=C(O)COCCCN(CCOCC(=O)O)C(=O)Nc1ccc(OCC2CC2)cc1,O=C(NCc1ccc2ncccc2c1)N(CC1CO1)CC1CO1,358.1035
COc1nn(C)cc1C(=O)N(CCC(=O)O)CCC(=O)O,OC1CCN(Cc2ccc(OCC3CO3)cc2OCC2CO2)CC1,358.8133
COc1ccc(CN(CCC(=O)O)C(=O)CCCC(=O)O)cc1,COC(=O)c1ccc(OCC2CO2)c(NC(=O)CNC(=O)c2cccc(OCC3CO3)c2)c1,376.8337
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)CNC(=O)Nc2ccccc2)cc1,COc1ccc(OC)c(CCNC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)c1,397.5122
O=C(O)CCC(CCC(=O)O)C(=O)N1CCC(CCCN2CCOCC2)CC1,O=C1CCCc2cc(C(=O)Nc3ccc(C(=O)N(CC4CO4)CC4CO4)cc3)ccc2N1,384.5941
Cc1ccc2nc(C)c(C(=O)N(CCC(=O)O)CCC(=O)O)cc2c1,C#Cc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,407.5184
CCCN(CC)C(=O)c1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cc1,O=C(Nc1ccccc1)NC1CCN(C(=O)c2c(OCC3CO3)cccc2OCC2CO2)CC1,383.5158
Cc1ccc(NC(=O)Nc2ccccc2)cc1NC(=O)N(CCOCC(=O)O)CCOCC(=O)O,COc1ccc(C(=O)CCC(=O)NC(COCC2CO2)COCC2CO2)cc1,358.8242
COc1cc(CNc2ccccc2C)cc(CCC(=O)O)c1OCCC(=O)O,O=C(NCCNc1ccc2ccccc2n1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,382.2601
O=C(O)CCC(CCC(=O)O)C(=O)NCCNCCCO,O=C(c1ccc(OCC2CO2)cc1)N1CCN(C(=O)c2ccccc2OCC2CO2)CC1,389.1769
O=C(O)CCN(CCC(=O)O)C(=O)COc1ccc2c(c1)OCCCO2,Cc1c(NCCOCC2CO2)cccc1C(=O)NCCOCC1CO1,340.4181
O=C(O)CCN(CCC(=O)O)C(=O)COc1cccc(C2CC2)c1,COc1cc(CNC(=O)COCC2CO2)cc(CC2CO2)c1OC,336.3213
NC(=O)CN(CC(=O)N(CCC(=O)O)CCC(=O)O)Cc1ccccc1,c1cc(CN(CCOCC2CO2)C2CCCCC2)ccc1COCC1CO1,311.0228
CNC(=O)c1ccc(NC(=O)C(=O)NC(COCC(=O)O)COCC(=O)O)cc1,O=C(Nc1cccc2ccc(OCC3CO3)cc12)c1ccc(C(=O)c2cccc(OCC3CO3)c2)cc1,415.4331
Cc1cc(C)c(C(=O)N2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)o1,O=C(Cc1cccc2cccnc12)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,340.67
CCC(CCC(=O)O)NC(=O)c1ccccc1OCCC(=O)O,CC(=O)Nc1ccc(C)c(NC(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)c1,386.4667
Cc1cccc(NC(=O)N2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)c1,COc1ccc(CNC(=O)N(CC2CO2)CC2CO2)cc1O,383.3652
Cc1cc(CNc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)nn1C,Cc1ccc2cc(C(=O)OCC(=O)N(CC3CO3)CC3CO3)ccc2n1,356.993
O=C(O)COCCCOc1ccc2cc(OCCCOCC(=O)O)ccc2c1,COc1cccc(CNC(=O)c2ccc(OCC3CO3)c(C)c2)c1OCC1CO1,334.0959
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NCc2cnc(C3CC3)nc2)cc1,CC(C)(C)OC(=O)C1CCN(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,427.8595
CNCCC1CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(c1ccccc1OCC1CO1)N1CCN(C(=O)c2ccccc2OCC2CO2)CC1,355.012
Cn1cc(C(=O)O)c(C(=O)O)c1,COc1ccccc1NC(=O)C1CCN(C(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,406.7349
O=C(O)CC(=O)O,CC(=O)OCCCc1cccc(NC(=O)N(CC2CO2)CC2CO2)c1,384.6886
N#Cc1ccc(N2CCC(COCC(=O)O)CC2)c(COCC(=O)O)c1,COc1cc(OC)cc(C(=O)N2CCN(C(=O)c3c(OCC4CO4)cccc3OCC3CO3)CC2)c1,363.7746
CC(NCCCCCC(=O)O)C(=O)O,O=C(CN1CCCc2ccccc21)N(CC1CO1)CC1CO1,339.6082
O=C(O)CCCCNC(=O)C(=O)N1CCC(O)(CCC(=O)O)CC1,CCN(CC)CCOc1ccccc1NC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,337.0725
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCc1cccc(NC(=O)C2CCCCC2)c1,COc1ccccc1C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,383.7372
O=C(O)CCC(CCC(=O)O)C(=O)Nc1ccc(N2CCN(C(=O)C3CC3)CC2)nc1,CC(N)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,408.5562
CC(C)c1ccccc1NC(=O)CN(CCC(=O)O)CC(=O)O,COc1ccccc1NC(=O)N(CCCOCC1CO1)CCOCC1CO1,340.3956
CC(C)(C)C(=O)NCCCC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CC(C)c1ccc(OCCC(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,386.3637
O=C(O)CCn1c(=O)n(CCOCC2CCCC2)c(=O)n(CCC(=O)O)c1=O,Cc1ccc(C(=O)N(C)CCCc2ccccc2)c(OCC2CO2)c1OCC1CO1,386.362
CN1CC(=Cc2cccc(C(=O)O)c2)c2nc3ccccc3c(C(=O)O)c2C1,COc1cc(CNC(=O)Cc2ccccc2COCC2CO2)ccc1OCCOCC1CO1,385.97
CC1CCC(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)CC1,O=C(Nc1cccc(CCO)c1)c1c(OCC2CO2)cccc1OCC1CO1,380.5596
O=C(O)CCCCNCCNC(=O)c1ccccc1OCCC(=O)O,O=C(O)Nc1ccc(CCNC(=O)C(CC2CO2)CC2CO2)cc1,396.4543
CN(Cc1ccccn1)C(=O)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Cc1ccc(OCC2CO2)cc1)NCc1ccc(OCC2CO2)nc1,411.1397
CN(CCCC(=O)O)CCCN(C)CCCC(=O)O,COc1ccc(OC2CCN(C(=O)Nc3ccc(C(=O)N(CC4CO4)CC4CO4)cc3)CC2)cc1,331.2336
O=C(O)CCC(CCC(=O)O)C(=O)NCCOC1CCCCCC1,COc1cccc(C(=O)Nc2ccc3nc(OCC4CO4)cc(C)c3c2)c1OCC1CO1,362.8312
O=C(O)COCc1cccc(NCc2ccc(COCC(=O)O)o2)c1,CC(C)(C)OC(=O)c1cc(NC(=O)Cc2cccc(OCC3CO3)c2)ccc1OCC1CO1,334.6435
O=C(O)COCCN(CCOCC(=O)O)CC(=O)NCC1CCCCC1,CN(C(=O)c1cccc(OCC2CO2)c1OCC1CO1)C1CCCCCCC1,323.1563
CC(C)(CCC(=O)O)C(=O)NC1CCN(CCOCCC(=O)O)CC1,CCOc1ccc(OCCNC(=O)COC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)cc1,311.6042
O=C(O)c1cc(N2CC(C(=O)O)C2)ncn1,O=C(O)CCCCOC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,389.4043
CCc1ccnc(CNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,CC(C)(C)c1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,426.3325
O=C(O)COCC(COCC(=O)O)NC(=O)c1ccc(N2CCc3ccccc3C2)cc1,COc1cc(C(=O)Nc2c(C)cccc2OCC2CO2)cc(OC)c1OCC1CO1,369.5295
COc1cc(COCC(=O)O)c(OCc2cccc3ccccc23)c(COCC(=O)O)c1,COc1cccc(NC(=O)N(CC2CO2)CC2CO2)c1OC,381.3091
O=C(O)c1ccc(NN=Cc2ccc(C(=O)O)nc2)cc1,O=C(CCCCCc1ccc(OCC2CO2)cc1)Nc1cccnc1OCC1CO1,382.9718
COc1cc(C(=O)O)cc(NC(=O)CC2(C(=O)O)CCCCCC2)c1OC,COc1ccc(NC(=O)N(CCOCC2CO2)CCOCC2CO2)cc1,388.8291
O=C(O)C(Cc1ccccc1)NC(=O)C1(C(=O)O)CCC1,Cc1ccc(OCC2CO2)cc1NC(=O)c1cccc(OCC2CO2)n1,410.7241
NC(=O)C(=O)N1CCCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,COc1ccc(NC(=O)c2ccccc2NCC(=O)N(CC2CO2)CC2CO2)cc1,380.6067
O=C(O)CCC(CCC(=O)O)C(=O)Nc1cnn(CC2CC2)c1,N#Cc1ccc(CN(CC2CO2)C(=O)Cc2ccccc2NC(=O)C2CO2)cc1,390.7475
O=C(O)CCCN1CCC(CNC(=O)c2ccc(OCCC(=O)O)cc2)CC1,O=C(Cc1ccccc1C(=O)O)NCc1c(OCC2CO2)cccc1OCC1CO1,355.4137
CC(=O)Nc1cnn(CC(=O)N(CCC(=O)O)CCC(=O)O)c1,Cc1cc(C(=O)NCc2nc(OCC3CO3)c3ccccc3n2)ccc1OCC1CO1,379.9313
COc1ccc(NC(C)=O)cc1NCC(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccc(C)c(NN=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,368.9516
CNC(=O)CCOc1ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)cc1,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccc2nccnc2c1,393.5466
O=C(O)CC(=Cc1cccc(O)c1)C(=O)O,O=C(NCc1ccc(OCC2CO2)cc1)c1cc2c(nc1OCC1CO1)CCCCC2,410.8248
CC1CCC(NC(=O)CN2CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC2)CC1,O=C(CCN(CC1CO1)CC1CO1)N1CCOCC1,344.9858
CN(CC(=O)N1CCCC1)CC(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCc1cccc(NC(=O)c2cccnc2OCC2CO2)c1)c1cccnc1OCC1CO1,404.6336
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)c1ccc(Cn2cccn2)cc1,CCCNC(=O)CCC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,376.8811
NCCCCCN(CCC(=O)O)CCC(=O)O,O=C(COCC1CO1)NC1CCC(NCC2CO2)CC1,297.8343
Cc1ccc(NC(=O)C(=O)NC(CC(C)C)C(=O)O)cc1C(=O)O,O=C(NC(Cc1ccccc1)C(=O)O)c1cccc(OCC2CO2)c1OCC1CO1,427.5816
O=C(O)CCC(CCC(=O)O)C(=O)NCCNCCOC1CCC1,O=C(O)CNC(=O)CNC(=O)Cc1ccc(OCC2CO2)c(OCC2CO2)c1,365.6044
Cc1cc(CC(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)no1,O=C(CN1CCC(CN2C(=O)c3ccccc3C2=O)CC1)N(CC1CO1)CC1CO1,382.2974
O=C(O)COCCCN(CCOCC(=O)O)CC1CCCCC1,COc1ccc(CC(=O)Nc2cc(COCC3CO3)cc(COCC3CO3)c2)cc1,341.3372
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)c1cn(Cc2ccccc2)nn1,O=C(c1ccccc1OCC1CO1)N1CCN(c2ccccc2OCC2CO2)CC1,351.0673
O=C(O)CCC(=NNc1ccc2ccccc2n1)C(=O)O,N#Cc1ccc(OCCCN(CC2CO2)CC2CO2)cc1,320.0169
NC(=O)C1CCN(Cc2ccc(CNC(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,Cc1ccc(OCCCNC(=O)NC(COCC2CO2)COCC2CO2)cc1,342.3743
CC(=O)Nc1cccc(C(=O)N(CCOCCOCC(=O)O)CCOCC(=O)O)c1C,CN(C)CCCOC(=O)c1cccc(OCC2CO2)c1OCC1CO1,319.7896
CCNC(=O)NC1(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CCCC1,O=C(c1ccccc1OCC1CO1)N1CCN(C(=O)c2cccc3cc(OCC4CO4)ccc23)CC1,406.7483
O=C(O)CCN(CCC(=O)O)C(=O)Cn1c(NCc2ccccc2)nc2ccccc21,O=C(COc1ccccc1NC(=O)C(=O)N(CC1CO1)CC1CO1)Nc1cccnc1,406.2127
O=C(O)COCC(COCC(=O)O)NC(=O)NC1CCN(Cc2ccccc2)CC1,CCCCCCCCCCC(=O)c1cc(OCC2CO2)ccc1OCC1CO1,315.4704
CNC(=O)CCN(CCOCC(=O)O)CCOCC(=O)O,CC(C)(O)C(=O)NCc1ccc(OCC2CO2)cc1OCC1CO1,323.4307
NC(=O)c1cccc(OCCC(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,NC(=O)c1ccc(NC(=O)N(CCOCC2CO2)CCOCC2CO2)cc1,391.895
CCc1cccc(CNC(CCC(=O)O)C(=O)O)c1,Cc1cc(CN2CCN(C(=O)c3ccc(OCC4CO4)cc3)CC2)c(OCC2CO2)cc1C,367.221
O=C(O)CCCCCCN1CCN(C(=O)c2ncccc2OCCC(=O)O)CC1,CC(C)(C)CCCCNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,347.5469
CCOC(=O)c1cnc(C=Cc2cccc(CC(=O)O)c2)c(C(=O)O)c1,O=C(NCc1ccc(CN2CCC(O)CC2)cc1)N(CC1CO1)CC1CO1,386.724
Cc1ccc(C(=O)CCN(CCC(=O)O)CCC(=O)O)cc1,CCCc1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)no1,364.3276
CCOc1cccc(CNCCC(=O)O)c1OCC(=O)O,COc1cc(CNC(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)cc(OC)c1OC,339.5663
CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC(C)(C)C,O=C(c1cccc2ccccc12)N1CCN(C(=O)C(CC2CO2)CC2CO2)CC1,390.2625
COc1cc(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)on1,CCCN(Cc1ccccc1OCC1CO1)C(=O)c1ccc(OCC2CO2)c(OC)c1,359.8301
COc1ccc(CN(CCOCC(=O)O)Cc2ccc(COCC(=O)O)o2)c(OC)c1,O=C(NCCN(CCO)C(=O)CCC1CO1)c1ccc(OCC2CO2)cc1,321.334
CCN1CCCN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1=O,O=C(COc1ccc2ncncc2c1)N(CC1CO1)CC1CO1,439.6977
CN(C)c1cc(C(=O)NCCNCC(=O)N(CCC(=O)O)CCC(=O)O)ccn1,CC(C)c1cccc(NC(=O)CN(CC2CO2)CC2CO2)c1,374.655
CCOc1cc(NC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)ccc1C,O=C(NCCOc1cccnc1)N(CC1CO1)CC1CO1,411.0523
COC(=O)c1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)c(OC)c(OC)c1,O=C(NCc1ccc(OCC2CO2)cc1)C(=O)Nc1ccc(C(=O)NCC2CO2)cc1,416.6503
O=C(O)CCC(CCC(=O)O)C(=O)Nc1cccc2c1CCN2,CCNC(=O)c1cccc(NC(=O)C(=O)N(CC2CO2)CC2CO2)c1,436.8206
Nc1ncncc1CNC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(NCCc1ccc(OCC2CO2)nc1)c1cc(Cc2ccccc2)ccc1OCC1CO1,408.6161
O=C(O)CC1CCCN(c2ncccc2C(=O)O)CC1,Cc1c(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cccc1C(=O)N1CCOCC1,400.2675
Cc1oc2ccccc2c1CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,COc1cc(C(=O)O)ccc1NC(=O)C(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,409.3425
CCC(=O)N1CCC(N2CCC(NC(=O)C(CCC(=O)O)CCC(=O)O)CC2)CC1,Cn1nc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)c2ccccc2c1=O,374.4064
CN1CCN(C(=O)CNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,O=C(CN1CCCCCC1)Nc1cccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)c1,417.7469
CCNC(=O)CCCC(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,O=C1CCCCCN1CC(=O)N(CC1CO1)CC1CO1,361.4648
Cc1ccncc1CC(=O)Nc1cc(COCC(=O)O)cc(COCC(=O)O)c1,COc1cc(OCC2CO2)ccc1C=CC(=O)c1cc(C)ccc1OCC1CO1,378.5528
COc1cc(CNC(=O)NCCC(=O)O)cc(CCC(=O)O)c1OC,CN(C)CCOc1ccc(CCNC(=O)C(CC2CO2)CC2CO2)cc1,356.8826
O=C(O)CCN(CCC(=O)O)C(=O)CN1CCc2ccccc2C1,COc1ccc2c(Cc3ccc(OCC4CO4)cc3)cncc2c1OCC1CO1,363.4394
CC(C)(CCNC(=O)c1ccc(OCC(=O)O)cc1)C(=O)O,Cc1cc(NC(=O)c2cccc3cc(OCC4CO4)ccc23)nc(OCC2CO2)c1,399.2904
O=C(O)COCC(COCC(=O)O)NC(=O)Cc1cccc(C2CC2)c1,Cc1cccc(C(=O)NCCNCC(=O)N(CC2CO2)CC2CO2)c1C,362.6763
O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(OCCc2ccccc2)CC1,COc1ccc(CC(=O)N(Cc2ccc(OCC3CO3)cc2)Cc2ccco2)cc1OCC1CO1,367.8724
O=C(O)CCCC(O)C(=O)O,CCc1nc(OCC2CO2)c(C(=O)Nc2cccc(OCC3CO3)c2)cc1C,384.6391
CC(C)(CCC(=O)O)C(=O)NC1CCN(CCC(=O)O)CC1,COc1ccc(C)cc1NC(=O)c1cc2ccccc2cc1OCC(=O)N(CC1CO1)CC1CO1,363.7821
CC(C)C1CCN(C(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,CCOC(=O)Cc1cccc(NC(=O)N(CC2CO2)CC2CO2)c1,359.5992
COCCN(CCC(=O)O)Cc1cccc(C(=O)O)c1,O=C(OCCCN1C(=O)c2ccccc2C1=O)c1cccc(OCC2CO2)c1OCC1CO1,368.0978
O=C(O)CCN(CCC(=O)O)C(=O)NCCCC(=O)N1Cc2ccccc2C1,CCn1cc(CNCc2ccc(OCC3CO3)cc2OCC2CO2)cn1,351.2069
CCOc1cccc(CNC(=O)N(CCC(=O)O)CCC(=O)O)c1,Cc1ccc2cccc(C(=O)NCc3ccc(OCC4CO4)c(OCC4CO4)c3)c2n1,360.4185
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NCC2=Cc3ccccc3OC2)cc1,CC(=O)N(CCC(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1)Cc1ccccc1,370.1331
O=C(O)CCN(CCC(=O)O)C(=O)CNc1ccc(CC(=O)N2CCCc3ccccc32)cc1,COc1ccc(CN(C)C(=O)c2ccccc2OCC2CO2)cc1OCC1CO1,359.9895
O=C(O)CCC(CCC(=O)O)C(=O)NCc1ccc(O)nc1,CCOc1cccc(CC(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)n1,374.6706
CCCOc1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c(OCCC)c1,CC(C)CCCOC(=O)c1cccc(OCC2CO2)c1OCC1CO1,322.0385
Cc1cc(C(=O)CN(CCC(=O)O)CCC(=O)O)c(C)n1Cc1ccc2c(c1)OCO2,CCCCN(Cc1ccccc1OCC1CO1)C(=O)Cc1ccccc1OCC1CO1,363.7754
COc1ccc(CN(CC(=O)NCCC(=O)O)CC(=O)NCCC(=O)O)cc1,c1ccc(N2CCN(Cc3ccc4ccccc4c3OCC3CO3)CC2)c(OCC2CO2)c1,341.1919
O=C(O)Cc1ccc(NC(=O)CC2(CC(=O)O)CCCC2)cc1,COC(=O)COc1cc(C(=O)OC)cc(OCC2CO2)c1OCC1CO1,383.1404
O=C(O)CC(=O)NCCNC(=O)c1ccc(C(=O)NCCNC(=O)CC(=O)O)nc1,O=C(Nc1cccc2c(OCC3CO3)nccc12)c1cc2ccccc2cc1OCC1CO1,431.4615
COc1ccc(N2CCC(NC(=O)N(CCC(=O)O)CCC(=O)O)CC2)cc1,CC(NC(=O)NCCCc1ccc(OCC2CO2)cc1)c1cccc(OCC2CO2)c1,367.9762
O=C(O)CCN(CCC(=O)O)C(=O)COc1cccc2c1NC(=O)CO2,Cc1cc(OCC2CO2)c2c(c1)C(=O)c1cccc(OCC3CO3)c1C2=O,389.5641
O=C(O)CCc1cccc(CCC(=O)O)c1O,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)NCc1ccc2c(c1)CCO2,344.7163
CCc1oc(CN(C)CCC(=O)O)cc1C(=O)O,c1ccc(CN2CCN(Cc3ccccc3OCCOCC3CO3)CC2)c(COCC2CO2)c1,304.7028
O=C(O)CCC(CCC(=O)O)C(=O)NCCc1ccc2c(c1)CCO2,CCn1c(CCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)nc2ccccc21,361.9005
CCCC(=O)NCC1CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(NCc1cccc(COCC2CO2)c1)NCC1CCN(CCOCC2CO2)CC1,325.4933
N#CCCCNC(=O)N(CCC(=O)O)CCC(=O)O,COc1ccc(CNC(=O)N(C)CCc2ccccc2OCC2CO2)cc1OCC1CO1,327.9741
O=C(O)COCCNC(=O)NCOCC(=O)O,Cc1cc(C)c(CC(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)c(C)c1,354.001
O=C(O)COCc1ccc(OCC(=O)NCc2ccccc2COCC(=O)O)cc1,O=C(NC1CN(C(=O)c2ccccc2OCC2CO2)C1)c1ccnc(OCC2CO2)c1,375.5516
O=C(O)COCc1cc(COCC(=O)O)cc(NC(=O)c2ccccc2Oc2ccncc2)c1,CCCOc1ccc(NC(=O)C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c(C)c1,363.7617
COC(=O)COc1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CCOc1ccc(NC(=O)CCN(CCOCC2CO2)CCOCC2CO2)cc1,337.5692
CCOc1cccc(CN(CCOCC(=O)O)C(=O)CN2CCC(COCC(=O)O)CC2)c1,O=C(CNc1ccccc1N1CCCC1=O)N(CC1CO1)CC1CO1,353.9323
CN(C)c1ccc(CN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)C2CC2)cc1,Cc1ccc(OCC2CO2)cc1C(=O)N(C)Cc1cccc(OCC2CO2)n1,373.2357
CC(C)OCCCN(CCCOCC(=O)O)CCOCC(=O)O,COc1cc(NC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc(OC)c1OC,339.151
O=C(O)CCCCC(=O)Nc1ccc(C(=O)NCCC(=O)O)cc1,CC(C)Oc1cc(OCC2CO2)ccc1NC(=O)C=Cc1ccc(OCC2CO2)cc1,364.107
O=C(O)CCNC(=O)c1ccc(NC(=O)C(=O)Nc2cccc(OCCC(=O)O)c2)cc1,CC(C)Oc1cc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)ccn1,400.5204
COc1ccc(C(=O)N(CCC(=O)O)C2CC2)c(OCCC(=O)O)c1,Cc1cccc(CN2CCN(Cc3cccc(C)c3OCC3CO3)CC2)c1OCC1CO1,334.3923
CCNC(=O)c1cccc(NC(=O)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)c1,O=C(CN1CCC(C2CO2)CC1)N1CCN(C(=O)CN2CCC(C3CO3)CC2)CC1,483.231
CCCCNC(=O)C(CCC(=O)O)CCC(=O)O,Cc1cccc(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)c1,342.9598
O=C(O)CCOCC(=O)NCCN1CCN(CCC(=O)O)CC1,CCNC(=O)c1cccc(NC(=O)N(CC2CO2)CC2CO2)c1,362.3979
O=C(O)COCC(COCC(=O)O)NC(=O)Nc1cccc(C(=O)N2CCOCC2)c1,CCN(CC)CCOC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,325.9057
O=C(O)COCC(COCC(=O)O)NC(=O)NCCCOCCOCc1ccccc1,O=C(NCCCOc1ccccc1)NC(COCC1CO1)COCC1CO1,337.8935
O=C(O)CCOCCCC(=O)NC1CCN(CCOCCC(=O)O)CC1,Cc1ccc(C(=O)N(C)CC(=O)NCc2ccccc2)c(OCC2CO2)c1OCC1CO1,359.0481
CCC(=O)Nc1ccc(C)c(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1,O=C(Nc1ccccn1)c1c(OCC2CO2)cccc1OCC1CO1,426.0244
